,r_fighter,b_fighter,date_of_fight,location,winner,weight_class,b_wins,b_losses,b_win_by_decision_majority,b_win_by_decision_split,b_win_by_decision_unanimous,b_win_by_ko/tko,b_win_by_submission,b_win_by_tko_doctor_stoppage,b_stance,b_height_cms,b_Reach_cms,b_weight_lbs,r_wins,r_losses,r_win_by_decision_majority,r_win_by_decision_split,r_win_by_decision_unanimous,r_win_by_ko/tko,r_win_by_submission,r_win_by_tko_doctor_stoppage,r_stance,r_height_cms,r_Reach_cms,r_weight_lbs,b_age,r_age,Blue Total Wins,Red total Wins
2113,Justin Ledet,Mark Godbeer,11/19/2016,"Belfast, Northern Ireland, United Kingdom",Red,Heavyweight,0,0,0,0,0,0,0,0,Orthodox,193.04,195.58,240,1,0,0,0,1,0,0,0,Orthodox,193.04,203.2,205,32,28,,
2116,Tyron Woodley,Stephen Thompson,11/12/2016,"New York City, New York, USA",Draw,Welterweight,8,1,0,0,3,5,0,0,Orthodox,182.88,190.5,170,6,2,0,1,0,5,0,0,Orthodox,175.26,187.96,170,33,34,,
2117,Khabib Nurmagomedov,Michael Johnson,11/12/2016,"New York City, New York, USA",Red,Lightweight,9,6,0,0,5,4,0,0,Southpaw,177.8,185.42,155,7,0,0,0,4,2,1,0,Orthodox,177.8,177.8,155,30,28,,
2118,Frankie Edgar,Jeremy Stephens,11/12/2016,"New York City, New York, USA",Red,Featherweight,12,11,0,1,5,5,0,1,Orthodox,175.26,180.34,145,14,6,0,0,8,4,2,0,Orthodox,167.64,172.72,135,30,35,,
2119,Rafael Natal,Tim Boetsch,11/12/2016,"New York City, New York, USA",Blue,Middleweight,10,9,0,2,3,5,0,0,Orthodox,182.88,187.96,185,9,6,0,2,5,1,1,0,Orthodox,182.88,195.58,185,35,33,,
2120,Chris Weidman,Yoel Romero,11/12/2016,"New York City, New York, USA",Blue,Middleweight,7,0,0,1,1,5,0,0,Southpaw,182.88,185.42,185,9,1,0,0,3,4,2,0,Orthodox,187.96,198.12,185,39,32,,
2121,Miesha Tate,Raquel Pennington,11/12/2016,"New York City, New York, USA",Blue,WomenBantamweight,5,2,0,1,2,0,2,0,Orthodox,170.18,170.18,135,5,3,1,0,3,0,1,0,Orthodox,167.64,167.64,135,28,30,,
2122,Eddie Alvarez,Conor McGregor,11/12/2016,"New York City, New York, USA",Blue,Lightweight,8,1,1,0,1,6,0,0,Southpaw,175.26,187.96,155,3,1,0,2,0,1,0,0,Orthodox,175.26,175.26,155,28,32,,
2123,Vicente Luque,Belal Muhammad,11/12/2016,"New York City, New York, USA",Red,Welterweight,1,1,0,0,0,1,0,0,Orthodox,180.34,182.88,170,3,1,0,0,0,1,2,0,Orthodox,180.34,190.5,170,28,24,,
2124,Joanna Jedrzejczyk,Karolina Kowalkiewicz,11/12/2016,"New York City, New York, USA",Red,WomenStrawweight,3,0,0,1,2,0,0,0,Orthodox,160.02,162.56,115,6,0,0,1,3,2,0,0,Orthodox,167.64,165.1,115,31,29,,
2125,Jim Miller,Thiago Alves,11/12/2016,"New York City, New York, USA",Red,CatchWeight,13,7,0,0,4,7,1,1,Orthodox,175.26,177.8,170,16,8,0,2,5,3,6,0,Southpaw,172.72,180.34,155,33,33,,
2126,Liz Carmouche,Katlyn Chookagian,11/12/2016,"New York City, New York, USA",Red,WomenBantamweight,1,0,0,0,1,0,0,0,Orthodox,175.26,172.72,125,2,3,0,0,1,1,0,0,Orthodox,167.64,167.64,125,27,32,,
2127,Marco Beltran,Joe Soto,11/5/2016,"Mexico City, Distrito Federal, Mexico",Blue,CatchWeight,1,3,0,0,0,0,1,0,Orthodox,167.64,165.1,135,3,0,0,1,1,0,1,0,Orthodox,172.72,175.26,125,29,30,,
2128,Ricardo Lamas,Charles Oliveira,11/5/2016,"Mexico City, Distrito Federal, Mexico",Red,Featherweight,9,7,0,0,1,0,8,0,Orthodox,177.8,187.96,155,7,3,0,0,3,2,2,0,Orthodox,172.72,180.34,145,27,34,,
2129,Beneil Dariush,Rashid Magomedov,11/5/2016,"Mexico City, Distrito Federal, Mexico",Red,Lightweight,4,0,0,0,3,1,0,0,Orthodox,175.26,177.8,155,7,2,0,1,2,1,3,0,Southpaw,177.8,182.88,155,31,27,,
2130,Martin Bravo,Claudio Puelles,11/5/2016,"Mexico City, Distrito Federal, Mexico",Red,Lightweight,0,0,0,0,0,0,0,0,Southpaw,180.34,182.88,155,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,145,20,23,,
2131,Diego Sanchez,Marcin Held,11/5/2016,"Mexico City, Distrito Federal, Mexico",Red,Lightweight,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,15,9,0,3,7,5,0,0,Southpaw,177.8,182.88,170,24,34,,
2132,Rafael Dos Anjos,Tony Ferguson,11/5/2016,"Mexico City, Distrito Federal, Mexico",Blue,Lightweight,11,1,0,1,2,2,5,1,Orthodox,180.34,193.04,155,14,6,0,0,8,4,2,0,Southpaw,172.72,177.8,155,32,32,,
2133,Erik Perez,Felipe Arantes,11/5/2016,"Mexico City, Distrito Federal, Mexico",Red,Bantamweight,5,4,0,0,2,1,2,0,Orthodox,172.72,185.42,135,6,2,0,0,3,2,1,0,Orthodox,172.72,172.72,135,28,26,,
2134,Alexa Grasso,Heather Clark,11/5/2016,"Mexico City, Distrito Federal, Mexico",Red,WomenStrawweight,1,1,0,0,1,0,0,0,Orthodox,167.64,162.56,115,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,125,36,23,,
2135,Erick Montano,Max Griffin,11/5/2016,"Mexico City, Distrito Federal, Mexico",Blue,Welterweight,0,1,0,0,0,0,0,0,Orthodox,180.34,193.04,170,1,1,0,1,0,0,0,0,Orthodox,182.88,185.42,170,30,30,,
2136,Sam Alvey,Alex Nicholson,11/5/2016,"Mexico City, Distrito Federal, Mexico",Red,Middleweight,1,1,0,0,0,1,0,0,Orthodox,193.04,195.58,185,5,3,0,0,0,4,1,0,Southpaw,187.96,190.5,205,26,30,,
2137,Henry Briones,Douglas Silva de Andrade,11/5/2016,"Mexico City, Distrito Federal, Mexico",Blue,Bantamweight,1,1,0,0,1,0,0,0,Orthodox,170.18,172.72,145,1,1,0,0,0,0,1,0,Orthodox,172.72,175.26,135,31,36,,
2140,Brad Pickett,Iuri Alcantara,10/8/2016,"Manchester, England, United Kingdom",Blue,Bantamweight,7,5,0,1,4,2,0,0,Southpaw,175.26,180.34,135,5,6,0,2,1,1,1,0,Orthodox,167.64,172.72,135,36,38,,
2141,Vitor Belfort,Gegard Mousasi,10/8/2016,"Manchester, England, United Kingdom",Blue,Middleweight,6,3,0,0,3,2,1,0,Orthodox,187.96,193.04,185,14,8,0,0,0,11,2,1,Southpaw,182.88,187.96,185,31,39,,
2142,Leon Edwards,Albert Tumenov,10/8/2016,"Manchester, England, United Kingdom",Red,Welterweight,5,2,0,1,1,3,0,0,Orthodox,180.34,185.42,170,3,2,0,0,2,1,0,0,Southpaw,187.96,187.96,170,24,25,,
2143,Davey Grant,Damian Stasiak,10/8/2016,"Manchester, England, United Kingdom",Blue,Bantamweight,1,1,0,0,0,0,1,0,Orthodox,165.1,177.8,135,1,1,0,0,1,0,0,0,Orthodox,172.72,175.26,135,26,30,,
2144,Ovince Saint Preux,Jimi Manuwa,10/8/2016,"Manchester, England, United Kingdom",Blue,LightHeavyweight,4,2,0,0,1,1,0,2,Orthodox,185.42,200.66,205,7,3,1,0,1,4,1,0,Southpaw,190.5,203.2,205,36,33,,
2145,Michael Bisping,Dan Henderson,10/8/2016,"Manchester, England, United Kingdom",Red,Middleweight,9,8,0,2,3,4,0,0,Orthodox,180.34,187.96,185,19,7,0,2,7,10,0,0,Orthodox,185.42,190.5,185,46,37,,
2146,Mirsad Bektic,Russell Doane,10/8/2016,"Manchester, England, United Kingdom",Red,Featherweight,2,3,0,1,0,0,1,0,Orthodox,170.18,177.8,135,3,0,1,0,1,1,0,0,Orthodox,172.72,177.8,145,30,25,,
2147,Stefan Struve,Daniel Omielanczuk,10/8/2016,"Manchester, England, United Kingdom",Red,Heavyweight,4,2,2,0,0,2,0,0,Southpaw,182.88,187.96,247,11,6,1,0,1,5,4,0,Orthodox,210.82,213.36,265,34,28,,
2148,Lukasz Sajewski,Marc Diakiese,10/8/2016,"Manchester, England, United Kingdom",Blue,Lightweight,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,0,2,0,0,0,0,0,0,Orthodox,172.72,180.34,155,23,25,,
2149,Leonardo Santos,Adriano Martins,10/8/2016,"Manchester, England, United Kingdom",Red,Lightweight,4,1,0,1,0,2,1,0,Southpaw,177.8,182.88,155,4,1,0,0,1,1,2,0,Orthodox,182.88,190.5,155,33,36,,
2150,Danny Roberts,Mike Perry,10/8/2016,"Manchester, England, United Kingdom",Blue,Welterweight,1,0,0,0,0,1,0,0,Orthodox,177.8,180.34,170,2,0,0,0,1,0,1,0,Southpaw,185.42,187.96,170,25,29,,
2151,Shamil Abdurakhimov,Walt Harris,10/1/2016,"Portland, Oregon, USA",Red,Heavyweight,1,3,0,0,0,1,0,0,Southpaw,195.58,195.58,250,1,1,0,0,1,0,0,0,Orthodox,190.5,193.04,235,33,35,,
2152,Henrique da Silva,Joachim Christensen,10/1/2016,"Portland, Oregon, USA",Red,LightHeavyweight,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,1,0,0,0,0,1,0,0,Orthodox,190.5,193.04,205,37,27,,
2153,Joshua Burkman,Zak Ottow,10/1/2016,"Portland, Oregon, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,6,9,0,1,3,1,1,0,Orthodox,177.8,182.88,170,29,36,,
2154,Will Brooks,Alex Oliveira,10/1/2016,"Portland, Oregon, USA",Blue,Lightweight,4,2,0,0,2,1,1,0,Orthodox,180.34,193.04,170,1,0,0,0,1,0,0,0,Orthodox,177.8,182.88,155,28,29,,
2155,Hacran Dias,Andre Fili,10/1/2016,"Portland, Oregon, USA",Blue,Featherweight,3,3,0,0,1,2,0,0,Orthodox,180.34,187.96,145,3,3,0,1,2,0,0,0,Orthodox,172.72,175.26,155,26,32,,
2156,John Lineker,John Dodson,10/1/2016,"Portland, Oregon, USA",Red,Bantamweight,7,2,0,0,2,4,0,1,Orthodox,160.02,167.64,135,9,2,0,0,3,5,1,0,Orthodox,160.02,170.18,135,32,26,,
2157,Keita Nakamura,Elizeu Zaleski dos Santos,10/1/2016,"Portland, Oregon, USA",Blue,Welterweight,1,1,0,0,0,1,0,0,Orthodox,180.34,185.42,170,2,4,0,0,0,0,2,0,Southpaw,180.34,185.42,170,29,32,,
2158,Nate Marquardt,Tamdan McCrory,10/1/2016,"Portland, Oregon, USA",Red,Middleweight,4,4,0,0,1,1,2,0,Switch,193.04,193.04,185,12,9,0,0,4,5,3,0,Orthodox,182.88,187.96,185,29,37,,
2159,Louis Smolka,Brandon Moreno,10/1/2016,"Portland, Oregon, USA",Blue,Flyweight,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,125,5,1,0,0,2,2,1,0,Orthodox,175.26,172.72,135,22,25,,
2161,Jonathan Wilson,Ion Cutelaba,10/1/2016,"Portland, Oregon, USA",Blue,LightHeavyweight,0,1,0,0,0,0,0,0,Southpaw,185.42,190.5,205,1,1,0,0,0,1,0,0,Southpaw,187.96,190.5,205,22,29,,
2163,Rani Yahya,Michinori Tanaka,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Bantamweight,2,1,0,1,1,0,0,0,Orthodox,165.1,170.18,135,7,3,0,1,3,0,3,0,Orthodox,167.64,170.18,135,25,32,,
2164,Renan Barao,Phillipe Nover,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Featherweight,1,4,0,1,0,0,0,0,Orthodox,175.26,182.88,145,8,3,0,0,3,2,3,0,Orthodox,167.64,177.8,145,32,29,,
2165,Thiago Santos,Eric Spicely,9/24/2016,"Brasilia, Distrito Federal, Brazil",Blue,Middleweight,0,1,0,0,0,0,0,0,Orthodox,185.42,185.42,185,5,3,0,0,1,4,0,0,Orthodox,187.96,193.04,205,29,32,,
2166,Godofredo Pepey,Mike de la Torre,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Featherweight,2,3,0,1,0,1,0,0,Orthodox,180.34,180.34,145,4,4,0,1,0,1,2,0,Orthodox,170.18,185.42,145,30,29,,
2167,Gilbert Burns,Michel Prazeres,9/24/2016,"Brasilia, Distrito Federal, Brazil",Blue,Lightweight,4,2,0,2,2,0,0,0,Orthodox,167.64,170.18,170,4,1,0,0,1,0,3,0,Orthodox,177.8,180.34,170,35,30,,
2168,Roy Nelson,Antonio Silva,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Heavyweight,3,7,0,0,0,3,0,0,Orthodox,193.04,208.28,264,8,9,0,0,1,7,0,0,Orthodox,182.88,185.42,263,37,40,,
2169,Cristiane Justino,Lina Lansberg,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,CatchWeight,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,135,1,0,0,0,0,1,0,0,Orthodox,172.72,172.72,145,34,31,,
2170,Francisco Trinaldo,Paul Felder,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Lightweight,4,2,0,1,1,1,1,0,Orthodox,180.34,177.8,155,10,3,0,1,5,2,2,0,Southpaw,175.26,177.8,155,32,38,,
2171,Jussier Formiga,Dustin Ortiz,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Flyweight,4,3,0,2,0,2,0,0,Orthodox,165.1,165.1,125,4,3,0,0,3,0,1,0,Orthodox,165.1,170.18,125,27,31,,
2172,Erick Silva,Luan Chagas,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Welterweight,0,1,0,0,0,0,0,0,Orthodox,182.88,190.5,170,6,6,0,0,0,2,4,0,Orthodox,182.88,187.96,170,23,32,,
2173,Vicente Luque,Hector Urbina,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Welterweight,1,1,0,0,0,0,1,0,Orthodox,180.34,185.42,170,2,1,0,0,0,0,2,0,Orthodox,180.34,190.5,170,29,24,,
2174,Alan Patrick,Stevie Ray,9/24/2016,"Brasilia, Distrito Federal, Brazil",Red,Lightweight,3,0,0,0,1,2,0,0,Southpaw,177.8,177.8,155,3,1,0,0,2,1,0,0,Southpaw,180.34,187.96,155,26,33,,
2175,Glaico Franca Moreira,Gregor Gillespie,9/24/2016,"Brasilia, Distrito Federal, Brazil",Blue,Lightweight,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,155,1,1,0,0,0,0,1,0,Orthodox,182.88,195.58,155,29,25,,
2176,Dustin Poirier,Michael Johnson,9/17/2016,"Hidalgo, Texas, USA",Blue,Lightweight,8,6,0,0,5,3,0,0,Southpaw,177.8,185.42,155,12,3,0,0,4,5,3,0,Southpaw,175.26,182.88,155,30,27,,
2177,Chris Wade,Islam Makhachev,9/17/2016,"Hidalgo, Texas, USA",Blue,Lightweight,1,1,0,0,0,0,1,0,Southpaw,177.8,177.8,155,4,1,0,0,2,0,2,0,Orthodox,177.8,177.8,155,24,28,,
2178,Evan Dunham,Rick Glenn,9/17/2016,"Hidalgo, Texas, USA",Red,Lightweight,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,145,10,6,0,3,4,1,1,1,Southpaw,177.8,177.8,155,27,34,,
2179,Roan Carneiro,Kenny Robertson,9/17/2016,"Hidalgo, Texas, USA",Red,Welterweight,4,4,0,0,1,1,2,0,Orthodox,177.8,187.96,170,3,4,0,0,1,1,1,0,Orthodox,180.34,193.04,170,32,38,,
2180,Gabriel Benitez,Sam Sicilia,9/17/2016,"Hidalgo, Texas, USA",Red,Featherweight,5,5,0,0,2,3,0,0,Orthodox,172.72,170.18,145,2,1,0,0,1,0,1,0,Southpaw,172.72,180.34,155,30,28,,
2181,Uriah Hall,Derek Brunson,9/17/2016,"Hidalgo, Texas, USA",Blue,Middleweight,6,1,0,0,2,3,1,0,Southpaw,185.42,195.58,185,5,4,0,0,1,2,0,2,Orthodox,182.88,200.66,185,32,32,,
2182,Chas Skelly,Maximo Blanco,9/17/2016,"Hidalgo, Texas, USA",Red,Featherweight,4,4,0,0,3,1,0,0,Orthodox,172.72,180.34,145,4,2,0,0,1,1,2,0,Orthodox,180.34,182.88,145,32,31,,
2183,Augusto Montano,Belal Muhammad,9/17/2016,"Hidalgo, Texas, USA",Blue,Welterweight,0,1,0,0,0,0,0,0,Orthodox,180.34,182.88,170,1,1,0,0,0,1,0,0,Orthodox,185.42,185.42,170,28,31,,
2184,Erick Montano,Randy Brown,9/17/2016,"Hidalgo, Texas, USA",Blue,Welterweight,1,1,0,0,1,0,0,0,Orthodox,190.5,198.12,170,1,0,0,1,0,0,0,0,Orthodox,182.88,185.42,170,26,30,,
2186,Alejandro Perez,Albert Morales,9/17/2016,"Hidalgo, Texas, USA",Draw,Bantamweight,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,135,3,1,0,0,1,2,0,0,Orthodox,167.64,170.18,145,25,27,,
2187,Jose Quinonez,Joey Gomez,9/17/2016,"Hidalgo, Texas, USA",Red,Bantamweight,0,1,0,0,0,0,0,0,Orthodox,177.8,180.34,155,1,1,0,0,0,0,1,0,Southpaw,172.72,175.26,135,27,26,,
2189,Stipe Miocic,Alistair Overeem,9/10/2016,"Cleveland, Ohio, USA",Red,Heavyweight,6,3,0,0,2,4,0,0,Orthodox,193.04,203.2,265,9,2,0,0,3,6,0,0,Orthodox,193.04,203.2,240,36,34,,
2190,CM Punk,Mickey Gall,9/10/2016,"Cleveland, Ohio, USA",Blue,Welterweight,1,0,0,0,0,0,1,0,Switch,187.96,187.96,170,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,24,37,,
2191,Urijah Faber,Jimmie Rivera,9/10/2016,"Cleveland, Ohio, USA",Blue,Bantamweight,3,0,0,1,1,1,0,0,Orthodox,162.56,172.72,135,9,5,0,0,3,0,6,0,Orthodox,167.64,170.18,135,27,37,,
2192,Jessica Andrade,Joanne Calderwood,9/10/2016,"Cleveland, Ohio, USA",Red,WomenStrawweight,3,1,0,0,2,1,0,0,Orthodox,167.64,165.1,125,5,3,0,1,2,1,1,0,Orthodox,154.94,157.48,115,30,24,,
2193,Fabricio Werdum,Travis Browne,9/10/2016,"Cleveland, Ohio, USA",Red,Heavyweight,9,5,0,0,1,7,1,0,Orthodox,198.12,200.66,255,8,3,0,0,2,4,2,0,Orthodox,193.04,195.58,231,34,39,,
2194,Brad Tavares,Caio Magalhaes,9/10/2016,"Cleveland, Ohio, USA",Red,Middleweight,4,2,0,0,1,2,1,0,Orthodox,185.42,185.42,185,8,4,0,1,6,1,0,0,Orthodox,185.42,187.96,185,28,28,,
2195,Jessica Eye,Bethe Correia,9/10/2016,"Cleveland, Ohio, USA",Blue,WomenBantamweight,3,2,0,1,1,1,0,0,Orthodox,165.1,162.56,135,1,5,0,0,0,0,0,1,Orthodox,167.64,167.64,125,33,30,,
2196,Drew Dober,Jason Gonzalez,9/10/2016,"Cleveland, Ohio, USA",Red,Lightweight,0,0,0,0,0,0,0,0,Southpaw,187.96,187.96,155,2,4,0,0,1,0,1,0,Southpaw,172.72,177.8,155,26,27,,
2197,Yancy Medeiros,Sean Spencer,9/10/2016,"Cleveland, Ohio, USA",Red,Welterweight,3,4,0,1,2,0,0,0,Orthodox,177.8,187.96,170,3,5,0,1,0,0,2,0,Orthodox,177.8,190.5,155,29,29,,
2198,Ryan Bader,Ilir Latifi,9/3/2016,"Hamburg, Hamburg, Germany",Red,LightHeavyweight,5,2,0,0,1,3,1,0,Orthodox,177.8,185.42,205,13,5,0,1,8,3,1,0,Orthodox,187.96,187.96,205,33,33,,
2199,Peter Sobotta,Nicolas Dalby,9/3/2016,"Hamburg, Hamburg, Germany",Red,Welterweight,1,2,0,1,0,0,0,0,Orthodox,180.34,187.96,170,2,4,0,0,1,0,1,0,Southpaw,182.88,190.5,170,31,29,,
2200,Ashlee Evans-Smith,Veronica Macedo,9/3/2016,"Hamburg, Hamburg, Germany",Red,WomenBantamweight,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125,1,1,0,1,0,0,0,0,Orthodox,172.72,170.18,135,20,29,,
2201,Taylor Lapilus,Leandro Issa,9/3/2016,"Hamburg, Hamburg, Germany",Red,Bantamweight,2,2,0,0,0,0,2,0,Orthodox,170.18,175.26,135,2,1,0,0,1,1,0,0,Southpaw,167.64,185.42,135,32,24,,
2202,Nick Hein,Tae Hyun Bang,9/3/2016,"Hamburg, Hamburg, Germany",Red,Lightweight,2,2,0,1,0,1,0,0,Switch,175.26,180.34,155,3,1,0,0,3,0,0,0,Southpaw,167.64,167.64,155,33,32,,
2203,Andrei Arlovski,Josh Barnett,9/3/2016,"Hamburg, Hamburg, Germany",Blue,Heavyweight,6,3,0,0,1,4,1,0,Orthodox,190.5,198.12,250,14,6,0,1,2,9,2,0,Orthodox,190.5,195.58,240,38,37,,
2205,Alexander Gustafsson,Jan Blachowicz,9/3/2016,"Hamburg, Hamburg, Germany",Red,LightHeavyweight,2,2,0,0,1,1,0,0,Orthodox,187.96,198.12,205,8,4,0,0,2,4,2,0,Orthodox,195.58,200.66,205,33,29,,
2207,Scott Askham,Jack Hermansson,9/3/2016,"Hamburg, Hamburg, Germany",Blue,Middleweight,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,2,2,0,0,0,2,0,0,Southpaw,190.5,190.5,185,28,28,,
2208,Rustam Khabilov,Leandro Silva,9/3/2016,"Hamburg, Hamburg, Germany",Red,Lightweight,3,4,0,0,2,0,1,0,Orthodox,175.26,182.88,155,5,2,0,0,3,1,0,1,Orthodox,172.72,185.42,155,30,29,,
2209,Sam Alvey,Kevin Casey,8/27/2016,"Vancouver, British Columbia, Canada",Red,Middleweight,1,5,0,0,1,0,0,0,Southpaw,180.34,195.58,185,4,3,0,0,0,3,1,0,Southpaw,187.96,190.5,205,35,30,,
2210,Garreth McLellan,Alessio Di Chirico,8/27/2016,"Vancouver, British Columbia, Canada",Blue,Middleweight,0,1,0,0,0,0,0,0,Orthodox,182.88,187.96,185,1,2,0,0,0,1,0,0,Southpaw,185.42,182.88,185,26,33,,
2211,Anthony Pettis,Charles Oliveira,8/27/2016,"Vancouver, British Columbia, Canada",Red,Featherweight,9,6,0,0,1,0,8,0,Orthodox,177.8,187.96,155,5,4,0,1,0,2,2,0,Orthodox,177.8,182.88,155,26,29,,
2212,Joe Lauzon,Jim Miller,8/27/2016,"Vancouver, British Columbia, Canada",Blue,Lightweight,15,8,0,1,5,3,6,0,Southpaw,172.72,180.34,155,13,8,0,0,1,4,7,1,Orthodox,177.8,180.34,155,32,32,,
2213,Shane Campbell,Felipe Silva,8/27/2016,"Vancouver, British Columbia, Canada",Blue,Lightweight,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,155,1,3,0,0,1,0,0,0,Orthodox,182.88,180.34,155,32,29,,
2214,Demian Maia,Carlos Condit,8/27/2016,"Vancouver, British Columbia, Canada",Red,Welterweight,7,5,0,1,1,4,0,1,Orthodox,187.96,190.5,170,17,6,0,0,8,1,8,0,Southpaw,185.42,182.88,170,32,38,,
2215,Enrique Barzola,Kyle Bochniak,8/27/2016,"Vancouver, British Columbia, Canada",Blue,Featherweight,0,1,0,0,0,0,0,0,Orthodox,170.18,177.8,145,1,0,0,0,1,0,0,0,Orthodox,170.18,177.8,145,29,27,,
2216,Paige VanZant,Bec Rawlings,8/27/2016,"Vancouver, British Columbia, Canada",Red,WomenStrawweight,2,1,0,0,1,0,1,0,Orthodox,167.64,162.56,125,3,1,0,0,1,1,1,0,Orthodox,162.56,165.1,115,27,22,,
2217,Chad Laprise,Thibault Gouti,8/27/2016,"Vancouver, British Columbia, Canada",Red,Lightweight,0,2,0,0,0,0,0,0,Orthodox,177.8,182.88,155,3,2,0,1,2,0,0,0,Orthodox,177.8,180.34,170,29,30,,
2219,Cody Garbrandt,Takeya Mizugaki,8/20/2016,"Las Vegas, Nevada, USA",Red,Bantamweight,8,4,0,3,4,1,0,0,Orthodox,170.18,175.26,135,4,0,0,0,1,3,0,0,Orthodox,172.72,165.1,135,32,25,,
2221,Rick Story,Donald Cerrone,8/20/2016,"Las Vegas, Nevada, USA",Blue,Welterweight,17,4,0,0,6,6,5,0,Orthodox,185.42,185.42,155,12,6,0,3,5,2,2,0,Southpaw,175.26,180.34,170,33,31,,
2222,Raquel Pennington,Elizabeth Phillips,8/20/2016,"Las Vegas, Nevada, USA",Red,WomenBantamweight,1,2,0,0,1,0,0,0,Orthodox,167.64,165.1,135,4,2,0,1,1,0,2,0,Orthodox,170.18,170.18,135,30,27,,
2223,Hyun Gyu Lim,Mike Perry,8/20/2016,"Las Vegas, Nevada, USA",Blue,Welterweight,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,3,2,0,0,0,3,0,0,Orthodox,190.5,195.58,170,24,31,,
2224,Anthony Johnson,Glover Teixeira,8/20/2016,"Las Vegas, Nevada, USA",Red,LightHeavyweight,8,2,0,0,1,3,3,1,Orthodox,187.96,193.04,205,12,5,0,0,2,10,0,0,Orthodox,187.96,198.12,205,36,32,,
2225,Tim Means,Sabah Homasi,8/20/2016,"Las Vegas, Nevada, USA",Red,Welterweight,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,170,7,4,0,1,2,3,1,0,Orthodox,187.96,190.5,170,27,32,,
2226,Nate Diaz,Conor McGregor,8/20/2016,"Las Vegas, Nevada, USA",Blue,Welterweight,7,1,0,0,1,6,0,0,Southpaw,175.26,187.96,155,14,8,0,1,2,2,9,0,Southpaw,182.88,193.04,170,28,31,,
2227,Colby Covington,Max Griffin,8/20/2016,"Las Vegas, Nevada, USA",Red,Welterweight,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170,4,1,0,0,1,1,2,0,Orthodox,180.34,182.88,170,30,28,,
2228,Randa Markos,Cortney Casey,8/20/2016,"Las Vegas, Nevada, USA",Blue,WomenStrawweight,1,2,0,0,0,1,0,0,Orthodox,170.18,170.18,125,2,2,0,0,2,0,0,0,Orthodox,162.56,160.02,115,29,31,,
2229,Neil Magny,Lorenz Larkin,8/20/2016,"Las Vegas, Nevada, USA",Blue,Welterweight,4,5,0,1,1,2,0,0,Orthodox,180.34,182.88,170,11,3,0,1,5,4,1,0,Orthodox,190.5,203.2,170,29,29,,
2231,Viktor Pesta,Marcin Tybura,8/6/2016,"Salt Lake City, Utah, USA",Blue,Heavyweight,0,1,0,0,0,0,0,0,Orthodox,190.5,198.12,249,1,2,0,0,1,0,0,0,Orthodox,190.5,195.58,240,30,26,,
2232,Court McGee,Dominique Steele,8/6/2016,"Salt Lake City, Utah, USA",Red,Welterweight,1,2,0,0,0,1,0,0,Orthodox,177.8,187.96,170,6,4,0,1,3,0,2,0,Orthodox,180.34,190.5,170,28,31,,
2233,Thales Leites,Chris Camozzi,8/6/2016,"Salt Lake City, Utah, USA",Red,Middleweight,9,7,0,2,4,1,1,1,Orthodox,187.96,190.5,185,10,5,0,1,3,2,4,0,Orthodox,185.42,198.12,185,29,34,,
2235,Santiago Ponzinibbio,Zak Cummings,8/6/2016,"Salt Lake City, Utah, USA",Red,Welterweight,4,1,0,0,2,1,1,0,Southpaw,182.88,190.5,185,4,2,0,0,1,3,0,0,Orthodox,182.88,185.42,170,32,29,,
2236,Dennis Bermudez,Rony Jason,8/6/2016,"Salt Lake City, Utah, USA",Red,Featherweight,4,3,0,0,1,2,1,0,Orthodox,170.18,185.42,145,8,3,0,2,3,1,2,0,Orthodox,167.64,167.64,155,32,29,,
